date,series,value,confidence_95,lower_95,upper_95
2011-01-01,historical,1.0,0.0,1.0,1.0
2011-02-01,historical,0.9995885667549748,0.0,0.9995885667549748,0.9995885667549748
2011-03-01,historical,0.9967432772916,0.0,0.9967432772916,0.9967432772916
2011-04-01,historical,1.0003926984867568,0.0,1.0003926984867568,1.0003926984867568
2011-05-01,historical,0.9953582478097065,0.0,0.9953582478097065,0.9953582478097065
2011-06-01,historical,0.9891272340548143,0.0,0.9891272340548143,0.9891272340548143
2011-07-01,historical,0.9807184897102897,0.0,0.9807184897102897,0.9807184897102897
2011-08-01,historical,0.9669284728257344,0.0,0.9669284728257344,0.9669284728257344
2011-09-01,historical,0.9558832651055843,0.0,0.9558832651055843,0.9558832651055843
2011-10-01,historical,0.9479137641857528,0.0,0.9479137641857528,0.9479137641857528
2011-11-01,historical,0.9452671780169233,0.0,0.9452671780169233,0.9452671780169233
2011-12-01,historical,0.9444284666618201,0.0,0.9444284666618201,0.9444284666618201
2012-01-01,historical,0.9406445739583151,0.0,0.9406445739583151,0.9406445739583151
2012-02-01,historical,0.9431296493736193,0.0,0.9431296493736193,0.9431296493736193
2012-03-01,historical,0.9595503871142426,0.0,0.9595503871142426,0.9595503871142426
2012-04-01,historical,0.9676122203839319,0.0,0.9676122203839319,0.9676122203839319
2012-05-01,historical,0.9668132625279493,0.0,0.9668132625279493,0.9668132625279493
2012-06-01,historical,0.9648229246905765,0.0,0.9648229246905765,0.9648229246905765
2012-07-01,historical,0.9622007080102857,0.0,0.9622007080102857,0.9622007080102857
2012-08-01,historical,0.9592095414754959,0.0,0.9592095414754959,0.9592095414754959
2012-09-01,historical,0.9553109043996322,0.0,0.9553109043996322,0.9553109043996322
2012-10-01,historical,0.9554901512229789,0.0,0.9554901512229789,0.9554901512229789
2012-11-01,historical,0.9622371225915827,0.0,0.9622371225915827,0.9622371225915827
2012-12-01,historical,0.9770764672491871,0.0,0.9770764672491871,0.9770764672491871
2013-01-01,historical,1.0077356985221273,0.0,1.0077356985221273,1.0077356985221273
2013-02-01,historical,1.0437452460156815,0.0,1.0437452460156815,1.0437452460156815
2013-03-01,historical,1.07484329315268,0.0,1.07484329315268,1.07484329315268
2013-04-01,historical,1.107183433246564,0.0,1.107183433246564,1.107183433246564
2013-05-01,historical,1.1421049885927674,0.0,1.1421049885927674,1.1421049885927674
2013-06-01,historical,1.1529288386245886,0.0,1.1529288386245886,1.1529288386245886
2013-07-01,historical,1.1692915589911514,0.0,1.1692915589911514,1.1692915589911514
2013-08-01,historical,1.173916391734829,0.0,1.173916391734829,1.173916391734829
2013-09-01,historical,1.1822701202194328,0.0,1.1822701202194328,1.1822701202194328
2013-10-01,historical,1.1828250085651426,0.0,1.1828250085651426,1.1828250085651426
2013-11-01,historical,1.190356188600202,0.0,1.190356188600202,1.190356188600202
2013-12-01,historical,1.208785732918479,0.0,1.208785732918479,1.208785732918479
2014-01-01,historical,1.223587207827347,0.0,1.223587207827347,1.223587207827347
2014-02-01,historical,1.2274882396096942,0.0,1.2274882396096942,1.2274882396096942
2014-03-01,historical,1.2306416437149876,0.0,1.2306416437149876,1.2306416437149876
2014-04-01,historical,1.2339068948824001,0.0,1.2339068948824001,1.2339068948824001
2014-05-01,historical,1.2333824954890378,0.0,1.2333824954890378,1.2333824954890378
2014-06-01,historical,1.2339682509796548,0.0,1.2339682509796548,1.2339682509796548
2014-07-01,historical,1.2370205955522489,0.0,1.2370205955522489,1.2370205955522489
2014-08-01,historical,1.2398005410302528,0.0,1.2398005410302528,1.2398005410302528
2014-09-01,historical,1.2573148875031295,0.0,1.2573148875031295,1.2573148875031295
2014-10-01,historical,1.2725423749976739,0.0,1.2725423749976739,1.2725423749976739
2014-11-01,historical,1.3128012598346115,0.0,1.3128012598346115,1.3128012598346115
2014-12-01,historical,1.3522415369856953,0.0,1.3522415369856953,1.3522415369856953
2015-01-01,historical,1.3762006367264181,0.0,1.3762006367264181,1.3762006367264181
2015-02-01,historical,1.3939000447924232,0.0,1.3939000447924232,1.3939000447924232
2015-03-01,historical,1.4129115723259666,0.0,1.4129115723259666,1.4129115723259666
2015-04-01,historical,1.4231790252419696,0.0,1.4231790252419696,1.4231790252419696
2015-05-01,historical,1.4345057040232045,0.0,1.4345057040232045,1.4345057040232045
2015-06-01,historical,1.4535504742723788,0.0,1.4535504742723788,1.4535504742723788
